"","game_id","away_team","home_team","spread_line","proj_result","spread_proj_diff","value_team","result"
"137","2024_09_NE_TEN","NE","TEN",3.5,3.70701169711955,-0.20701169711955,"TEN",3
"138","2024_09_JAX_PHI","JAX","PHI",7.5,7.70260194873823,-0.20260194873823,"PHI",5
"139","2024_10_SF_TB","SF","TB",-5,-1.0177348606438,-3.9822651393562,"TB",-3
"140","2024_10_NE_CHI","NE","CHI",6,9.60203284690773,-3.60203284690773,"CHI",-16
"141","2024_10_BUF_IND","BUF","IND",-4,-7.49322629015374,3.49322629015374,"BUF",-10
"142","2024_10_MIA_LA","MIA","LA",2.5,4.99800767401602,-2.49800767401602,"LA",-8
"143","2024_10_ATL_NO","ATL","NO",-3.5,-1.03743599074602,-2.46256400925398,"NO",3
"144","2024_10_MIN_JAX","MIN","JAX",-4,-6.31085670707401,2.31085670707401,"MIN",-5
"145","2024_10_DET_HOU","DET","HOU",-3.5,-4.91210576854388,1.41210576854388,"DET",-3
"146","2024_10_TEN_LAC","TEN","LAC",7.5,8.70435591420227,-1.20435591420227,"LAC",10
"147","2024_10_DEN_KC","DEN","KC",8,6.79959354826635,1.20040645173365,"DEN",2
"148","2024_10_CIN_BAL","CIN","BAL",6,7.07124375756124,-1.07124375756124,"BAL",1
"149","2024_10_PHI_DAL","PHI","DAL",-7,-5.9366744522516,-1.0633255477484,"DAL",-28
"150","2024_10_NYJ_ARI","NYJ","ARI",1,0.413436579596674,0.586563420403326,"NYJ",25
"151","2024_10_PIT_WAS","PIT","WAS",2.5,3.04074232699545,-0.54074232699545,"WAS",-1
"152","2024_10_NYG_CAR","NYG","CAR",-5.5,-5.06294305568936,-0.43705694431064,"CAR",3
"153","2024_11_CLE_NO","CLE","NO",1,6.26669142427831,-5.26669142427831,"NO",21
"154","2024_11_GB_CHI","GB","CHI",-6.5,-2.83109069893574,-3.66890930106426,"CHI",-1
"155","2024_11_ATL_DEN","ATL","DEN",2.5,-0.0183919613065158,2.51839196130652,"ATL",32
"156","2024_11_SEA_SF","SEA","SF",6.5,8.88232328748791,-2.38232328748791,"SF",-3
"157","2024_11_CIN_LAC","CIN","LAC",1,3.2759952061819,-2.2759952061819,"LAC",7
"158","2024_11_HOU_DAL","HOU","DAL",-7,-4.83218331128214,-2.16781668871786,"DAL",-24
"159","2024_11_KC_BUF","KC","BUF",2.5,4.5488348699274,-2.0488348699274,"BUF",9
"160","2024_11_MIN_TEN","MIN","TEN",-6,-7.71892599111142,1.71892599111142,"MIN",-10
"161","2024_11_LV_MIA","LV","MIA",7.5,5.83539871240554,1.66460128759446,"LV",15
"162","2024_11_IND_NYJ","IND","NYJ",3.5,1.99621352459287,1.50378647540713,"IND",-1
"163","2024_11_WAS_PHI","WAS","PHI",3.5,2.51896556035526,0.981034439644739,"WAS",8
"164","2024_11_LA_NE","LA","NE",-4.5,-3.75188128077355,-0.748118719226447,"NE",-6
"165","2024_11_BAL_PIT","BAL","PIT",-3,-2.52735425836351,-0.47264574163649,"PIT",2
"166","2024_11_JAX_DET","JAX","DET",13,12.6581254301291,0.34187456987088,"JAX",46
"167","2024_12_PIT_CLE","PIT","CLE",-4,-7.32457227762118,3.32457227762118,"PIT",5
"168","2024_12_SF_GB","SF","GB",2.5,-0.07016293812545,2.57016293812545,"SF",28
"169","2024_12_DAL_WAS","DAL","WAS",10.5,12.6672875366291,-2.16728753662909,"WAS",-8
"170","2024_12_DEN_LV","DEN","LV",-5.5,-7.48898110785769,1.98898110785769,"DEN",-10
"171","2024_12_DET_IND","DET","IND",-7.5,-9.08620186941637,1.58620186941637,"DET",-18
"172","2024_12_ARI_SEA","ARI","SEA",1,-0.500027925398162,1.50002792539816,"ARI",10
"173","2024_12_PHI_LA","PHI","LA",-3,-4.36473363246183,1.36473363246183,"PHI",-17
"174","2024_12_NE_MIA","NE","MIA",7,6.00233343958109,0.99766656041891,"NE",19
"175","2024_12_KC_CAR","KC","CAR",-10.5,-11.4611284327701,0.96112843277006,"KC",-3
"176","2024_12_TB_NYG","TB","NYG",-5,-4.09114388026185,-0.90885611973815,"NYG",-23
"177","2024_12_MIN_CHI","MIN","CHI",-3,-3.49507929148889,0.49507929148889,"MIN",-3
"178","2024_12_BAL_LAC","BAL","LAC",-3,-2.64509888637111,-0.354901113628889,"LAC",-7
"179","2024_12_TEN_HOU","TEN","HOU",8,7.72059133292023,0.27940866707977,"TEN",-5
"180","2024_13_MIA_GB","MIA","GB",3.5,8.57397711277008,-5.07397711277008,"GB",13
"181","2024_13_CLE_DEN","CLE","DEN",5.5,10.1862540245056,-4.68625402450562,"DEN",9
"182","2024_13_TB_CAR","TB","CAR",-6,-10.6228859424591,4.6228859424591,"TB",-3
"183","2024_13_TEN_WAS","TEN","WAS",5.5,10.1108150482178,-4.61081504821778,"WAS",23
"184","2024_13_LA_NO","LA","NO",-3,1.4562817811966,-4.4562817811966,"NO",-7
"185","2024_13_SEA_NYJ","SEA","NYJ",-2.5,1.46435630321503,-3.96435630321503,"NYJ",-5
"186","2024_13_ARI_MIN","ARI","MIN",3.5,6.80565166473388,-3.30565166473388,"MIN",1
"187","2024_13_NYG_DAL","NYG","DAL",4,0.7387547492981,3.2612452507019,"NYG",7
"188","2024_13_HOU_JAX","HOU","JAX",-5,-7.20648455619812,2.20648455619812,"HOU",-3
"189","2024_13_SF_BUF","SF","BUF",6.5,4.4943790435791,2.0056209564209,"SF",25
"190","2024_13_PIT_CIN","PIT","CIN",3,1.04248261451721,1.95751738548279,"PIT",-6
"191","2024_13_CHI_DET","CHI","DET",10.5,9.03603334724903,1.46396665275097,"CHI",3
"192","2024_13_PHI_BAL","PHI","BAL",2.5,1.35903644561768,1.14096355438232,"PHI",-5
"193","2024_13_IND_NE","IND","NE",-3,-2.05889225006103,-0.94110774993897,"NE",-1
"194","2024_13_LAC_ATL","LAC","ATL",-1.5,-0.782869443297383,-0.717130556702617,"ATL",-4
"195","2024_13_LV_KC","LV","KC",13,12.9182839393616,0.0817160606384313,"LV",2
"196","2024_14_CAR_PHI","CAR","PHI",12,15.9405959653709,-3.94059596537087,"PHI",6
"197","2024_14_BUF_LA","BUF","LA",-4,-7.77685577474607,3.77685577474607,"BUF",2
"198","2024_14_CLE_PIT","CLE","PIT",6.5,10.2071663080299,-3.70716630802986,"PIT",13
"199","2024_14_LV_TB","LV","TB",7,10.4893943002192,-3.48939430021919,"TB",15
"200","2024_14_GB_DET","GB","DET",3.5,6.34673236491467,-2.84673236491467,"DET",3
"201","2024_14_NYJ_MIA","NYJ","MIA",6,3.3680610549462,2.6319389450538,"NYJ",6
"202","2024_14_NO_NYG","NO","NYG",-5,-2.93772896194808,-2.06227103805192,"NYG",-3
"203","2024_14_ATL_MIN","ATL","MIN",5,6.31085353926232,-1.31085353926232,"MIN",21
"204","2024_14_LAC_KC","LAC","KC",4,2.92459408218426,1.07540591781574,"LAC",2
"205","2024_14_JAX_TEN","JAX","TEN",3.5,3.19899854019044,0.30100145980956,"JAX",-4
"206","2024_14_CIN_DAL","CIN","DAL",-5.5,-5.22501325251609,-0.274986747483907,"DAL",-7
"207","2024_14_SEA_ARI","SEA","ARI",2.5,2.25128466872663,0.248715331273372,"SEA",-12
"208","2024_14_CHI_SF","CHI","SF",3.5,3.29235693864587,0.207643061354129,"CHI",25
"209","2024_15_BAL_NYG","BAL","NYG",-15,-11.4812183649846,-3.51878163501541,"NYG",-21
"210","2024_15_WAS_NO","WAS","NO",-7.5,-4.27575835707317,-3.22424164292683,"NO",-1
"211","2024_15_LA_SF","LA","SF",2.5,5.66495430269987,-3.16495430269987,"SF",-6
"212","2024_15_KC_CLE","KC","CLE",-4,-7.01536408418632,3.01536408418632,"KC",-14
"213","2024_15_TB_LAC","TB","LAC",3,0.52009711491306,2.47990288508694,"TB",-23
"214","2024_15_IND_DEN","IND","DEN",4,6.25027018607609,-2.25027018607609,"DEN",18
"215","2024_15_DAL_CAR","DAL","CAR",1,-0.69821238154178,1.69821238154178,"DAL",-16
"216","2024_15_NYJ_JAX","NYJ","JAX",-3.5,-2.21083015362015,-1.28916984637985,"JAX",-7
"217","2024_15_NE_ARI","NE","ARI",6,7.01979581605728,-1.01979581605728,"ARI",13
"218","2024_15_CHI_MIN","CHI","MIN",7,7.96271020809418,-0.96271020809418,"MIN",18
"219","2024_15_BUF_DET","BUF","DET",1.5,1.1349374973736,0.365062502626399,"BUF",-6
"220","2024_15_PIT_PHI","PIT","PHI",4.5,4.7077970691585,-0.2077970691585,"PHI",14
"221","2024_15_GB_SEA","GB","SEA",-2.5,-2.70693152458834,0.206931524588335,"GB",-17
"222","2024_15_CIN_TEN","CIN","TEN",-4.5,-4.68909113161218,0.189091131612183,"CIN",-10
"223","2024_15_MIA_HOU","MIA","HOU",3,2.84534509307298,0.154654906927017,"MIA",8
"224","2024_15_ATL_LV","ATL","LV",-4.5,-4.49744521398713,-0.00255478601286985,"LV",-6
"225","2024_16_HOU_KC","HOU","KC",-2.5,3.28853012070856,-5.78853012070856,"KC",8
"226","2024_16_NO_GB","NO","GB",13.5,8.73587751139547,4.76412248860453,"NO",34
"227","2024_16_LA_NYJ","LA","NYJ",-3.5,0.553072612000126,-4.05307261200013,"NYJ",-10
"228","2024_16_SF_MIA","SF","MIA",1.5,-2.52754537780717,4.02754537780717,"SF",12
"229","2024_16_NE_BUF","NE","BUF",14,17.6377519879864,-3.63775198798644,"BUF",3
"230","2024_16_DEN_LAC","DEN","LAC",3,-0.48526560722813,3.48526560722813,"DEN",7
"231","2024_16_ARI_CAR","ARI","CAR",-4,-7.48360200405278,3.48360200405278,"ARI",6
"232","2024_16_TB_DAL","TB","DAL",-4,-7.12652044628013,3.12652044628013,"TB",2
"233","2024_16_NYG_ATL","NYG","ATL",10,7.1480698028397,2.8519301971603,"NYG",27
"234","2024_16_DET_CHI","DET","CHI",-6.5,-9.14774770011449,2.64774770011449,"DET",-17
"235","2024_16_CLE_CIN","CLE","CIN",7,9.15614732990885,-2.15614732990885,"CIN",18
"236","2024_16_MIN_SEA","MIN","SEA",-3,-4.9994118721878,1.9994118721878,"MIN",-3
"237","2024_16_PHI_WAS","PHI","WAS",-3.5,-1.52923441664502,-1.97076558335498,"WAS",3
"238","2024_16_JAX_LV","JAX","LV",-1.5,-0.0883440928358397,-1.41165590716416,"LV",5
"239","2024_16_PIT_BAL","PIT","BAL",6,7.16126942200216,-1.16126942200216,"BAL",17
"240","2024_16_TEN_IND","TEN","IND",4,4.68648487596239,-0.68648487596239,"IND",8
"241","2024_17_LV_NO","LV","NO",1,5.83831952701272,-4.83831952701272,"NO",-15
"242","2024_17_CAR_TB","CAR","TB",8,12.7604580251115,-4.76045802511154,"TB",34
"243","2024_17_DAL_PHI","DAL","PHI",9,13.4724079385965,-4.47240793859647,"PHI",34
"244","2024_17_ARI_LA","ARI","LA",6,1.54872025123354,4.45127974876646,"ARI",4
"245","2024_17_IND_NYG","IND","NYG",-8,-4.07033237419099,-3.92966762580901,"NYG",12
"246","2024_17_NYJ_BUF","NYJ","BUF",9.5,12.2924079267049,-2.79240792670486,"BUF",26
"247","2024_17_SEA_CHI","SEA","CHI",-3.5,-0.991731694256547,-2.50826830574345,"CHI",-3
"248","2024_17_DEN_CIN","DEN","CIN",3.5,0.99443619218685,2.50556380781315,"DEN",6
"249","2024_17_KC_PIT","KC","PIT",-3,-1.09086817943802,-1.90913182056198,"PIT",-19
"250","2024_17_MIA_CLE","MIA","CLE",-6.5,-4.78787900101865,-1.71212099898135,"CLE",-17
"251","2024_17_GB_MIN","GB","MIN",1.5,-0.00202646889817082,1.50202646889817,"GB",2
"252","2024_17_ATL_WAS","ATL","WAS",4,5.29169978515036,-1.29169978515036,"WAS",6
"253","2024_17_DET_SF","DET","SF",-3.5,-4.70057105529174,1.20057105529174,"DET",-6
"254","2024_17_LAC_NE","LAC","NE",-4,-5.18384272700942,1.18384272700942,"LAC",-33
"255","2024_17_BAL_HOU","BAL","HOU",-5.5,-5.16495686433249,-0.33504313566751,"HOU",-29
"256","2024_17_TEN_JAX","TEN","JAX",1,0.74544880634933,0.25455119365067,"TEN",7
"257","2024_18_NYG_PHI","NYG","PHI",3,16.7362899780273,-13.7362899780273,"PHI",7
"258","2024_18_BUF_NE","BUF","NE",-2.5,-15.0109148025513,12.5109148025513,"BUF",7
"259","2024_18_KC_DEN","KC","DEN",10,-0.61466765403748,10.6146676540375,"KC",38
"260","2024_18_HOU_TEN","HOU","TEN",1,-4.67635292559862,5.67635292559862,"HOU",-9
"261","2024_18_SEA_LA","SEA","LA",-3,2.28813672065735,-5.28813672065735,"LA",-5
"262","2024_18_WAS_DAL","WAS","DAL",-4,-8.69994473457337,4.69994473457337,"WAS",-4
"263","2024_18_NO_TB","NO","TB",13.5,10.0173783302307,3.48262166976928,"NO",8
"264","2024_18_SF_ARI","SF","ARI",3,-0.027180910110477,3.02718091011048,"SF",23
"265","2024_18_CAR_ATL","CAR","ATL",8.5,10.4018592834473,-1.90185928344727,"ATL",-6
"266","2024_18_LAC_LV","LAC","LV",-5.5,-7.29193639755249,1.79193639755249,"LAC",-14
"267","2024_18_CIN_PIT","CIN","PIT",-1.5,0.00693553686142279,-1.50693553686142,"PIT",-2
"268","2024_18_CHI_GB","CHI","GB",9.5,10.8628067970276,-1.36280679702759,"GB",-2
"269","2024_18_MIN_DET","MIN","DET",2.5,3.8005051612854,-1.3005051612854,"DET",22
"270","2024_18_JAX_IND","JAX","IND",4.5,5.4046733379364,-0.9046733379364,"IND",3
"271","2024_18_MIA_NYJ","MIA","NYJ",-1.5,-1.10181609541178,-0.398183904588221,"NYJ",12
