"","game_id","away_team","home_team","spread_line","proj_result","spread_proj_diff","value_team","cover_team","bet_win","result"
"87","2024_06_JAX_CHI","JAX","CHI",2,3.27478491707763,-1.27478491707763,"CHI","CHI",1,19
"88","2024_06_ATL_CAR","ATL","CAR",-6,-4.96475930336019,-1.03524069663981,"CAR","ATL",0,-18
"89","2024_06_PIT_LV","PIT","LV",-3,-3.82285030034637,0.822850300346366,"PIT","PIT",1,-19
"90","2024_06_CIN_NYG","CIN","NYG",-3.5,-2.77790969915597,-0.72209030084403,"NYG","CIN",0,-10
"91","2024_06_ARI_GB","ARI","GB",5,5.49672751500873,-0.49672751500873,"GB","GB",1,21
"92","2024_06_IND_TEN","IND","TEN",-1,-1.30051346195835,0.300513461958348,"IND","IND",1,-3
"93","2024_07_NYJ_PIT","NYJ","PIT",-1.5,4.70699148210576,-6.20699148210576,"PIT","PIT",1,22
"94","2024_07_DEN_NO","DEN","NO",-2,3.51984295638643,-5.51984295638643,"NO","DEN",0,-23
"95","2024_07_CAR_WAS","CAR","WAS",7.5,12.1622261584354,-4.66222615843538,"WAS","WAS",1,33
"96","2024_07_MIA_IND","MIA","IND",3,6.72914445223812,-3.72914445223812,"IND","IND",1,6
"97","2024_07_BAL_TB","BAL","TB",-3.5,-0.18161820060747,-3.31838179939253,"TB","BAL",0,-10
"98","2024_07_LV_LA","LV","LA",6.5,4.05438792707123,2.44561207292877,"LV","LV",1,5
"99","2024_07_NE_JAX","NE","JAX",5.5,3.41987499855417,2.08012500144583,"NE","JAX",0,16
"100","2024_07_PHI_NYG","PHI","NYG",-3.5,-1.48744260655265,-2.01255739344735,"NYG","PHI",0,-25
"101","2024_07_DET_MIN","DET","MIN",2.5,0.591631530356381,1.90836846964362,"DET","DET",1,-2
"102","2024_07_HOU_GB","HOU","GB",2.5,4.00654119296588,-1.50654119296588,"GB","HOU",0,2
"103","2024_07_KC_SF","KC","SF",1.5,2.65518242985981,-1.15518242985981,"SF","KC",0,-10
"104","2024_07_TEN_BUF","TEN","BUF",8.5,9.63729964963972,-1.13729964963972,"BUF","BUF",1,24
"105","2024_07_CIN_CLE","CIN","CLE",-5.5,-6.17641676936026,0.676416769360261,"CIN","CIN",1,-7
"106","2024_07_LAC_ARI","LAC","ARI",-2.5,-3.08275539273943,0.58275539273943,"LAC","ARI",0,2
"107","2024_07_SEA_ATL","SEA","ATL",2.5,2.33933834629943,0.160661653700575,"SEA","SEA",1,-20
"108","2024_08_ATL_TB","ATL","TB",-2.5,4.67052930455706,-7.17052930455706,"TB","ATL",0,-5
"109","2024_08_CHI_WAS","CHI","WAS",-2.5,3.22235767269364,-5.72235767269364,"WAS","WAS",1,3
"110","2024_08_DAL_SF","DAL","SF",4.5,9.75186576378002,-5.25186576378002,"SF","SF",1,6
"111","2024_08_CAR_DEN","CAR","DEN",8,12.0768171460204,-4.07681714602043,"DEN","DEN",1,14
"112","2024_08_ARI_MIA","ARI","MIA",3,-0.85514924405342,3.85514924405342,"ARI","ARI",1,-1
"113","2024_08_IND_HOU","IND","HOU",6,2.24536466151759,3.75463533848241,"IND","IND",1,3
"114","2024_08_NO_LAC","NO","LAC",7,3.70871560250068,3.29128439749932,"NO","LAC",0,18
"115","2024_08_NYG_PIT","NYG","PIT",6,8.98607025797346,-2.98607025797346,"PIT","PIT",1,8
"116","2024_08_NYJ_NE","NYJ","NE",-7,-4.23355349963366,-2.76644650036634,"NE","NE",1,3
"117","2024_08_MIN_LA","MIN","LA",-3.5,-5.35391644771084,1.85391644771084,"MIN","LA",0,10
"118","2024_08_TEN_DET","TEN","DET",10.5,12.1044310718626,-1.60443107186264,"DET","DET",1,38
"119","2024_08_BUF_SEA","BUF","SEA",-3,-4.39622427533369,1.39622427533369,"BUF","BUF",1,-21
"120","2024_08_GB_JAX","GB","JAX",-4.5,-5.51228104880584,1.01228104880584,"GB","JAX",0,-3
"121","2024_08_BAL_CLE","BAL","CLE",-11.5,-10.5194850036728,-0.98051499632718,"CLE","CLE",1,5
"122","2024_08_PHI_CIN","PHI","CIN",2.5,1.79102684638596,0.70897315361404,"PHI","PHI",1,-20
"123","2024_08_KC_LV","KC","LV",-9.5,-9.16399932657642,-0.33600067342358,"LV","LV",1,-7
"124","2024_09_MIA_BUF","MIA","BUF",6,14.743559107344,-8.74355910734398,"BUF","MIA",0,3
"125","2024_09_TB_KC","TB","KC",8.5,3.88807075500794,4.61192924499206,"TB","TB",1,6
"126","2024_09_DAL_ATL","DAL","ATL",2.5,6.86086584991818,-4.36086584991818,"ATL","ATL",1,6
"127","2024_09_WAS_NYG","WAS","NYG",-3.5,-7.61371269594932,4.11371269594932,"WAS","WAS",1,-5
"128","2024_09_LAC_CLE","LAC","CLE",-2,-5.61181297330328,3.61181297330328,"LAC","LAC",1,-17
"129","2024_09_DEN_BAL","DEN","BAL",9,6.20579009120527,2.79420990879473,"DEN","BAL",0,31
"130","2024_09_LA_SEA","LA","SEA",-1,1.51654742623324,-2.51654742623324,"SEA","LA",0,-6
"131","2024_09_HOU_NYJ","HOU","NYJ",2,-0.0150398663335651,2.01503986633357,"HOU","NYJ",0,8
"132","2024_09_DET_GB","DET","GB",-3.5,-1.6606978911483,-1.8393021088517,"GB","DET",0,-10
"133","2024_09_LV_CIN","LV","CIN",7.5,8.79962385998306,-1.29962385998306,"CIN","CIN",1,17
"134","2024_09_IND_MIN","IND","MIN",6,5.21227418578826,0.787725814211741,"IND","MIN",0,8
"135","2024_09_NO_CAR","NO","CAR",-7,-6.39634023603148,-0.603659763968521,"CAR","CAR",1,1
"136","2024_09_CHI_ARI","CHI","ARI",-1,-1.4588590582843,0.4588590582843,"CHI","ARI",0,20
"137","2024_09_NE_TEN","NE","TEN",3.5,3.70701169711955,-0.20701169711955,"TEN","NE",0,3
"138","2024_09_JAX_PHI","JAX","PHI",7.5,7.70260194873823,-0.20260194873823,"PHI","JAX",0,5
"139","2024_10_SF_TB","SF","TB",-5,-1.0177348606438,-3.9822651393562,"TB","TB",1,-3
"140","2024_10_NE_CHI","NE","CHI",6,9.60203284690773,-3.60203284690773,"CHI","NE",0,-16
"141","2024_10_BUF_IND","BUF","IND",-4,-7.49322629015374,3.49322629015374,"BUF","BUF",1,-10
"142","2024_10_MIA_LA","MIA","LA",2.5,4.99800767401602,-2.49800767401602,"LA","MIA",0,-8
"143","2024_10_ATL_NO","ATL","NO",-3.5,-1.03743599074602,-2.46256400925398,"NO","NO",1,3
"144","2024_10_MIN_JAX","MIN","JAX",-4,-6.31085670707401,2.31085670707401,"MIN","MIN",1,-5
"145","2024_10_DET_HOU","DET","HOU",-3.5,-4.91210576854388,1.41210576854388,"DET","HOU",0,-3
"146","2024_10_TEN_LAC","TEN","LAC",7.5,8.70435591420227,-1.20435591420227,"LAC","LAC",1,10
"147","2024_10_DEN_KC","DEN","KC",8,6.79959354826635,1.20040645173365,"DEN","DEN",1,2
"148","2024_10_CIN_BAL","CIN","BAL",6,7.07124375756124,-1.07124375756124,"BAL","CIN",0,1
"149","2024_10_PHI_DAL","PHI","DAL",-7,-5.9366744522516,-1.0633255477484,"DAL","PHI",0,-28
"150","2024_10_NYJ_ARI","NYJ","ARI",1,0.413436579596674,0.586563420403326,"NYJ","ARI",0,25
"151","2024_10_PIT_WAS","PIT","WAS",2.5,3.04074232699545,-0.54074232699545,"WAS","PIT",0,-1
"152","2024_10_NYG_CAR","NYG","CAR",-5.5,-5.06294305568936,-0.43705694431064,"CAR","CAR",1,3
"153","2024_11_CLE_NO","CLE","NO",1,6.26669142427831,-5.26669142427831,"NO","NO",1,21
"154","2024_11_GB_CHI","GB","CHI",-6.5,-2.83109069893574,-3.66890930106426,"CHI","CHI",1,-1
"155","2024_11_ATL_DEN","ATL","DEN",2.5,-0.0183919613065158,2.51839196130652,"ATL","DEN",0,32
"156","2024_11_SEA_SF","SEA","SF",6.5,8.88232328748791,-2.38232328748791,"SF","SEA",0,-3
"157","2024_11_CIN_LAC","CIN","LAC",1,3.2759952061819,-2.2759952061819,"LAC","LAC",1,7
"158","2024_11_HOU_DAL","HOU","DAL",-7,-4.83218331128214,-2.16781668871786,"DAL","HOU",0,-24
"159","2024_11_KC_BUF","KC","BUF",2.5,4.5488348699274,-2.0488348699274,"BUF","BUF",1,9
"160","2024_11_MIN_TEN","MIN","TEN",-6,-7.71892599111142,1.71892599111142,"MIN","MIN",1,-10
"161","2024_11_LV_MIA","LV","MIA",7.5,5.83539871240554,1.66460128759446,"LV","MIA",0,15
"162","2024_11_IND_NYJ","IND","NYJ",3.5,1.99621352459287,1.50378647540713,"IND","IND",1,-1
"163","2024_11_WAS_PHI","WAS","PHI",3.5,2.51896556035526,0.981034439644739,"WAS","PHI",0,8
"164","2024_11_LA_NE","LA","NE",-4.5,-3.75188128077355,-0.748118719226447,"NE","LA",0,-6
"165","2024_11_BAL_PIT","BAL","PIT",-3,-2.52735425836351,-0.47264574163649,"PIT","PIT",1,2
"166","2024_11_JAX_DET","JAX","DET",13,12.6581254301291,0.34187456987088,"JAX","DET",0,46
"167","2024_12_PIT_CLE","PIT","CLE",-4,-7.32457227762118,3.32457227762118,"PIT","CLE",0,5
"168","2024_12_SF_GB","SF","GB",2.5,-0.07016293812545,2.57016293812545,"SF","GB",0,28
"169","2024_12_DAL_WAS","DAL","WAS",10.5,12.6672875366291,-2.16728753662909,"WAS","DAL",0,-8
"170","2024_12_DEN_LV","DEN","LV",-5.5,-7.48898110785769,1.98898110785769,"DEN","DEN",1,-10
"171","2024_12_DET_IND","DET","IND",-7.5,-9.08620186941637,1.58620186941637,"DET","DET",1,-18
"172","2024_12_ARI_SEA","ARI","SEA",1,-0.500027925398162,1.50002792539816,"ARI","SEA",0,10
"173","2024_12_PHI_LA","PHI","LA",-3,-4.36473363246183,1.36473363246183,"PHI","PHI",1,-17
"174","2024_12_NE_MIA","NE","MIA",7,6.00233343958109,0.99766656041891,"NE","MIA",0,19
"175","2024_12_KC_CAR","KC","CAR",-10.5,-11.4611284327701,0.96112843277006,"KC","CAR",0,-3
"176","2024_12_TB_NYG","TB","NYG",-5,-4.09114388026185,-0.90885611973815,"NYG","TB",0,-23
"177","2024_12_MIN_CHI","MIN","CHI",-3,-3.49507929148889,0.49507929148889,"MIN","NONE",0.5,-3
"178","2024_12_BAL_LAC","BAL","LAC",-3,-2.64509888637111,-0.354901113628889,"LAC","BAL",0,-7
"179","2024_12_TEN_HOU","TEN","HOU",8,7.72059133292023,0.27940866707977,"TEN","TEN",1,-5
"180","2024_13_MIA_GB","MIA","GB",3.5,8.57397711277008,-5.07397711277008,"GB","GB",1,13
"181","2024_13_CLE_DEN","CLE","DEN",5.5,10.1862540245056,-4.68625402450562,"DEN","DEN",1,9
"182","2024_13_TB_CAR","TB","CAR",-6,-10.6228859424591,4.6228859424591,"TB","CAR",0,-3
"183","2024_13_TEN_WAS","TEN","WAS",5.5,10.1108150482178,-4.61081504821778,"WAS","WAS",1,23
"184","2024_13_LA_NO","LA","NO",-3,1.4562817811966,-4.4562817811966,"NO","LA",0,-7
"185","2024_13_SEA_NYJ","SEA","NYJ",-2.5,1.46435630321503,-3.96435630321503,"NYJ","SEA",0,-5
"186","2024_13_ARI_MIN","ARI","MIN",3.5,6.80565166473388,-3.30565166473388,"MIN","ARI",0,1
"187","2024_13_NYG_DAL","NYG","DAL",4,0.7387547492981,3.2612452507019,"NYG","DAL",0,7
"188","2024_13_HOU_JAX","HOU","JAX",-5,-7.20648455619812,2.20648455619812,"HOU","JAX",0,-3
"189","2024_13_SF_BUF","SF","BUF",6.5,4.4943790435791,2.0056209564209,"SF","BUF",0,25
"190","2024_13_PIT_CIN","PIT","CIN",3,1.04248261451721,1.95751738548279,"PIT","PIT",1,-6
"191","2024_13_CHI_DET","CHI","DET",10.5,9.03603334724903,1.46396665275097,"CHI","CHI",1,3
"192","2024_13_PHI_BAL","PHI","BAL",2.5,1.35903644561768,1.14096355438232,"PHI","PHI",1,-5
"193","2024_13_IND_NE","IND","NE",-3,-2.05889225006103,-0.94110774993897,"NE","NE",1,-1
"194","2024_13_LAC_ATL","LAC","ATL",-1.5,-0.782869443297383,-0.717130556702617,"ATL","LAC",0,-4
"195","2024_13_LV_KC","LV","KC",13,12.9182839393616,0.0817160606384313,"LV","LV",1,2
"196","2024_14_CAR_PHI","CAR","PHI",12,15.9405959653709,-3.94059596537087,"PHI","CAR",0,6
"197","2024_14_BUF_LA","BUF","LA",-4,-7.77685577474607,3.77685577474607,"BUF","LA",0,2
"198","2024_14_CLE_PIT","CLE","PIT",6.5,10.2071663080299,-3.70716630802986,"PIT","PIT",1,13
"199","2024_14_LV_TB","LV","TB",7,10.4893943002192,-3.48939430021919,"TB","TB",1,15
"200","2024_14_GB_DET","GB","DET",3.5,6.34673236491467,-2.84673236491467,"DET","GB",0,3
"201","2024_14_NYJ_MIA","NYJ","MIA",6,3.3680610549462,2.6319389450538,"NYJ","NONE",0.5,6
"202","2024_14_NO_NYG","NO","NYG",-5,-2.93772896194808,-2.06227103805192,"NYG","NYG",1,-3
"203","2024_14_ATL_MIN","ATL","MIN",5,6.31085353926232,-1.31085353926232,"MIN","MIN",1,21
"204","2024_14_LAC_KC","LAC","KC",4,2.92459408218426,1.07540591781574,"LAC","LAC",1,2
"205","2024_14_JAX_TEN","JAX","TEN",3.5,3.19899854019044,0.30100145980956,"JAX","JAX",1,-4
"206","2024_14_CIN_DAL","CIN","DAL",-5.5,-5.22501325251609,-0.274986747483907,"DAL","CIN",0,-7
"207","2024_14_SEA_ARI","SEA","ARI",2.5,2.25128466872663,0.248715331273372,"SEA","SEA",1,-12
"208","2024_14_CHI_SF","CHI","SF",3.5,3.29235693864587,0.207643061354129,"CHI","SF",0,25
"209","2024_15_BAL_NYG","BAL","NYG",-15,-11.4812183649846,-3.51878163501541,"NYG","BAL",0,-21
"210","2024_15_WAS_NO","WAS","NO",-7.5,-4.27575835707317,-3.22424164292683,"NO","NO",1,-1
"211","2024_15_LA_SF","LA","SF",2.5,5.66495430269987,-3.16495430269987,"SF","LA",0,-6
"212","2024_15_KC_CLE","KC","CLE",-4,-7.01536408418632,3.01536408418632,"KC","KC",1,-14
"213","2024_15_TB_LAC","TB","LAC",3,0.52009711491306,2.47990288508694,"TB","TB",1,-23
"214","2024_15_IND_DEN","IND","DEN",4,6.25027018607609,-2.25027018607609,"DEN","DEN",1,18
"215","2024_15_DAL_CAR","DAL","CAR",1,-0.69821238154178,1.69821238154178,"DAL","DAL",1,-16
"216","2024_15_NYJ_JAX","NYJ","JAX",-3.5,-2.21083015362015,-1.28916984637985,"JAX","NYJ",0,-7
"217","2024_15_NE_ARI","NE","ARI",6,7.01979581605728,-1.01979581605728,"ARI","ARI",1,13
"218","2024_15_CHI_MIN","CHI","MIN",7,7.96271020809418,-0.96271020809418,"MIN","MIN",1,18
"219","2024_15_BUF_DET","BUF","DET",1.5,1.1349374973736,0.365062502626399,"BUF","BUF",1,-6
"220","2024_15_PIT_PHI","PIT","PHI",4.5,4.7077970691585,-0.2077970691585,"PHI","PHI",1,14
"221","2024_15_GB_SEA","GB","SEA",-2.5,-2.70693152458834,0.206931524588335,"GB","GB",1,-17
"222","2024_15_CIN_TEN","CIN","TEN",-4.5,-4.68909113161218,0.189091131612183,"CIN","CIN",1,-10
"223","2024_15_MIA_HOU","MIA","HOU",3,2.84534509307298,0.154654906927017,"MIA","HOU",0,8
"224","2024_15_ATL_LV","ATL","LV",-4.5,-4.49744521398713,-0.00255478601286985,"LV","ATL",0,-6
"225","2024_16_HOU_KC","HOU","KC",-2.5,3.28853012070856,-5.78853012070856,"KC","KC",1,8
"226","2024_16_NO_GB","NO","GB",13.5,8.73587751139547,4.76412248860453,"NO","GB",0,34
"227","2024_16_LA_NYJ","LA","NYJ",-3.5,0.553072612000126,-4.05307261200013,"NYJ","LA",0,-10
"228","2024_16_SF_MIA","SF","MIA",1.5,-2.52754537780717,4.02754537780717,"SF","MIA",0,12
"229","2024_16_NE_BUF","NE","BUF",14,17.6377519879864,-3.63775198798644,"BUF","NE",0,3
"230","2024_16_DEN_LAC","DEN","LAC",3,-0.48526560722813,3.48526560722813,"DEN","LAC",0,7
"231","2024_16_ARI_CAR","ARI","CAR",-4,-7.48360200405278,3.48360200405278,"ARI","CAR",0,6
"232","2024_16_TB_DAL","TB","DAL",-4,-7.12652044628013,3.12652044628013,"TB","DAL",0,2
"233","2024_16_NYG_ATL","NYG","ATL",10,7.1480698028397,2.8519301971603,"NYG","ATL",0,27
"234","2024_16_DET_CHI","DET","CHI",-6.5,-9.14774770011449,2.64774770011449,"DET","DET",1,-17
"235","2024_16_CLE_CIN","CLE","CIN",7,9.15614732990885,-2.15614732990885,"CIN","CIN",1,18
"236","2024_16_MIN_SEA","MIN","SEA",-3,-4.9994118721878,1.9994118721878,"MIN","NONE",0.5,-3
"237","2024_16_PHI_WAS","PHI","WAS",-3.5,-1.52923441664502,-1.97076558335498,"WAS","WAS",1,3
"238","2024_16_JAX_LV","JAX","LV",-1.5,-0.0883440928358397,-1.41165590716416,"LV","LV",1,5
"239","2024_16_PIT_BAL","PIT","BAL",6,7.16126942200216,-1.16126942200216,"BAL","BAL",1,17
"240","2024_16_TEN_IND","TEN","IND",4,4.68648487596239,-0.68648487596239,"IND","IND",1,8
"241","2024_17_LV_NO","LV","NO",1,5.83831952701272,-4.83831952701272,"NO","LV",0,-15
"242","2024_17_CAR_TB","CAR","TB",8,12.7604580251115,-4.76045802511154,"TB","TB",1,34
"243","2024_17_DAL_PHI","DAL","PHI",9,13.4724079385965,-4.47240793859647,"PHI","PHI",1,34
"244","2024_17_ARI_LA","ARI","LA",6,1.54872025123354,4.45127974876646,"ARI","ARI",1,4
"245","2024_17_IND_NYG","IND","NYG",-8,-4.07033237419099,-3.92966762580901,"NYG","NYG",1,12
"246","2024_17_NYJ_BUF","NYJ","BUF",9.5,12.2924079267049,-2.79240792670486,"BUF","BUF",1,26
"247","2024_17_SEA_CHI","SEA","CHI",-3.5,-0.991731694256547,-2.50826830574345,"CHI","CHI",1,-3
