"","team","season","tot_injured_value_lost"
"670","JAX",1996,0
"671","JAX",1997,0
"672","JAX",1998,0
"673","JAX",1999,0
"674","JAX",2000,0
"675","JAX",2001,0
"676","JAX",2002,0
"677","JAX",2003,0
"678","JAX",2004,0
"679","JAX",2005,0
"680","JAX",2006,0
"681","JAX",2007,0
"682","JAX",2008,0
"683","JAX",2009,0
"684","JAX",2010,0
"685","KC",1997,0
"686","KC",1998,0
"687","KC",1999,0
"688","KC",2000,0
"689","KC",2001,0
"690","KC",2002,0
"691","KC",2003,0
"692","KC",2006,0
"693","KC",2008,0
"694","KC",2009,0
"695","KC",2010,0
"696","LA",1997,0
"697","LA",1998,0
"698","LA",1999,0
"699","LA",2000,0
"700","LA",2001,0
"701","LA",2003,0
"702","LA",2004,0
"703","LA",2005,0
"704","LA",2006,0
"705","LA",2007,0
"706","LA",2008,0
"707","LA",2010,0
"708","LA",2012,0
"709","LA",2015,0
"710","LAC",1994,0
"711","LAC",1995,0
"712","LAC",1996,0
"713","LAC",1997,0
"714","LAC",1998,0
"715","LAC",1999,0
"716","LAC",2000,0
"717","LAC",2001,0
"718","LAC",2002,0
"719","LAC",2003,0
"720","LAC",2004,0
"721","LAC",2005,0
"722","LAC",2007,0
"723","LAC",2008,0
"724","LAC",2009,0
"725","LAC",2011,0
"726","LV",1998,0
"727","LV",1999,0
"728","LV",2000,0
"729","LV",2001,0
"730","LV",2002,0
"731","LV",2003,0
"732","LV",2004,0
"733","LV",2006,0
"734","LV",2007,0
"735","LV",2009,0
"736","LV",2010,0
"737","LV",2012,0
"738","LV",2015,0
"739","MIA",1996,0
"740","MIA",1997,0
"741","MIA",1998,0
"742","MIA",1999,0
"743","MIA",2000,0
"744","MIA",2001,0
"745","MIA",2002,0
"746","MIA",2003,0
"747","MIA",2004,0
"748","MIA",2005,0
"749","MIA",2008,0
"750","MIN",1995,0
"751","MIN",1996,0
"752","MIN",1997,0
"753","MIN",1998,0
"754","MIN",1999,0
"755","MIN",2000,0
"756","MIN",2001,0
"757","MIN",2002,0
"758","MIN",2003,0
"759","MIN",2004,0
"760","MIN",2005,0
"761","MIN",2006,0
"762","MIN",2007,0
"763","MIN",2008,0
"764","MIN",2009,0
"765","MIN",2010,0
"766","NE",1995,0
"767","NE",1996,0
"768","NE",1997,0
"769","NE",1998,0
"770","NE",1999,0
"771","NE",2000,0
"772","NE",2001,0
"773","NE",2003,0
"774","NE",2006,0
"775","NE",2007,0
"776","NE",2009,0
"777","NO",2004,0
"778","NO",2005,0
"779","NO",2006,0
"780","NO",2007,0
"781","NO",2009,0
"782","NYG",1995,0
"783","NYG",1996,0
"784","NYG",1997,0
"785","NYG",1998,0
"786","NYG",1999,0
"787","NYG",2000,0
"788","NYG",2001,0
"789","NYG",2002,0
"790","NYG",2003,0
"791","NYG",2004,0
"792","NYG",2005,0
"793","NYG",2007,0
"794","NYG",2009,0
"795","NYG",2011,0
"796","NYJ",1998,0
"797","NYJ",1999,0
"798","NYJ",2000,0
"799","NYJ",2001,0
"800","NYJ",2002,0
"801","NYJ",2003,0
"802","NYJ",2004,0
"803","NYJ",2006,0
"804","NYJ",2007,0
"805","NYJ",2008,0
"806","NYJ",2009,0
"807","NYJ",2010,0
"808","NYJ",2011,0
"809","PHI",1996,0
"810","PHI",1997,0
"811","PHI",1998,0
"812","PHI",1999,0
"813","PHI",2000,0
"814","PHI",2001,0
"815","PHI",2002,0
"816","PHI",2003,0
"817","PHI",2004,0
"818","PHI",2007,0
"819","PHI",2008,0
"820","PHI",2009,0
"821","PHI",2010,0
"822","PHI",2011,0
"823","PHI",2013,0
"824","PHI",2014,0
"825","PIT",1995,0
"826","PIT",1996,0
"827","PIT",1997,0
"828","PIT",1998,0
"829","PIT",1999,0
"830","PIT",2000,0
"831","PIT",2001,0
"832","PIT",2002,0
"833","PIT",2003,0
"834","PIT",2004,0
"835","PIT",2005,0
"836","PIT",2006,0
"837","PIT",2009,0
"838","SEA",1994,0
"839","SEA",1995,0
"840","SEA",1996,0
"841","SEA",1997,0
"842","SEA",1998,0
"843","SEA",1999,0
"844","SEA",2000,0
"845","SEA",2001,0
"846","SEA",2002,0
"847","SEA",2003,0
"848","SEA",2004,0
"849","SEA",2005,0
"850","SEA",2006,0
"851","SEA",2007,0
"852","SEA",2009,0
"853","SEA",2010,0
"854","SF",1994,0
"855","SF",1996,0
"856","SF",1997,0
"857","SF",1998,0
"858","SF",1999,0
"859","SF",2000,0
"860","SF",2001,0
"861","SF",2002,0
"862","SF",2003,0
"863","SF",2004,0
"864","SF",2005,0
"865","SF",2006,0
"866","SF",2007,0
"867","SF",2009,0
"868","TB",1995,0
"869","TB",1996,0
"870","TB",1997,0
"871","TB",1998,0
"872","TB",1999,0
"873","TB",2000,0
"874","TB",2001,0
"875","TB",2002,0
"876","TB",2003,0
"877","TB",2004,0
"878","TB",2005,0
"879","TB",2006,0
"880","TB",2007,0
"881","TB",2008,0
"882","TB",2009,0
"883","TB",2011,0
"884","TEN",1995,0
"885","TEN",1996,0
"886","TEN",1997,0
"887","TEN",1998,0
"888","TEN",1999,0
"889","TEN",2000,0
"890","TEN",2001,0
"891","TEN",2002,0
"892","TEN",2003,0
"893","TEN",2004,0
"894","TEN",2005,0
"895","TEN",2006,0
"896","TEN",2007,0
"897","TEN",2008,0
"898","TEN",2009,0
"899","WAS",1999,0
"900","WAS",2000,0
"901","WAS",2001,0
"902","WAS",2002,0
"903","WAS",2003,0
"904","WAS",2005,0
"905","WAS",2008,0
